País,Enero 1992,Febrero 1992,Marzo 1992,Abril 1992,Mayo 1992,Junio 1992,Julio 1992,Agosto 1992,Septiembre 1992,Octubre 1992,Noviembre 1992,Diciembre 1992,Enero 1993,Febrero 1993,Marzo 1993,Abril 1993,Mayo 1993,Junio 1993,Julio 1993,Agosto 1993,Septiembre 1993,Octubre 1993,Noviembre 1993,Diciembre 1993,Enero 1994,Febrero 1994,Marzo 1994,Abril 1994,Mayo 1994,Junio 1994,Julio 1994,Agosto 1994,Septiembre 1994,Octubre 1994,Noviembre 1994,Diciembre 1994,Enero 1995,Febrero 1995,Marzo 1995,Abril 1995,Mayo 1995,Junio 1995,Julio 1995,Agosto 1995,Septiembre 1995,Octubre 1995,Noviembre 1995,Diciembre 1995,Enero 1996,Febrero 1996,Marzo 1996,Abril 1996,Mayo 1996,Junio 1996,Julio 1996,Agosto 1996,Septiembre 1996,Octubre 1996,Noviembre 1996,Diciembre 1996,Enero 1997,Febrero 1997,Marzo 1997,Abril 1997,Mayo 1997,Junio 1997,Julio 1997,Agosto 1997,Septiembre 1997,Octubre 1997,Noviembre 1997,Diciembre 1997,Enero 1998,Febrero 1998,Marzo 1998,Abril 1998,Mayo 1998,Junio 1998,Julio 1998,Agosto 1998,Septiembre 1998,Octubre 1998,Noviembre 1998,Diciembre 1998,Enero 1999,Febrero 1999,Marzo 1999,Abril 1999,Mayo 1999,Junio 1999,Julio 1999,Agosto 1999,Septiembre 1999,Octubre 1999,Noviembre 1999,Diciembre 1999,Enero 2000,Febrero 2000,Marzo 2000,Abril 2000,Mayo 2000,Junio 2000,Julio 2000,Agosto 2000,Septiembre 2000,Octubre 2000,Noviembre 2000,Diciembre 2000,Enero 2001,Febrero 2001,Marzo 2001,Abril 2001,Mayo 2001,Junio 2001,Julio 2001,Agosto 2001,Septiembre 2001,Octubre 2001,Noviembre 2001,Diciembre 2001,Enero 2002,Febrero 2002,Marzo 2002,Abril 2002,Mayo 2002,Junio 2002,Julio 2002,Agosto 2002,Septiembre 2002,Octubre 2002,Noviembre 2002,Diciembre 2002,Enero 2003,Febrero 2003,Marzo 2003,Abril 2003,Mayo 2003,Junio 2003,Julio 2003,Agosto 2003,Septiembre 2003,Octubre 2003,Noviembre 2003,Diciembre 2003,Enero 2004,Febrero 2004,Marzo 2004,Abril 2004,Mayo 2004,Junio 2004,Julio 2004,Agosto 2004,Septiembre 2004,Octubre 2004,Noviembre 2004,Diciembre 2004,Enero 2005,Febrero 2005,Marzo 2005,Abril 2005,Mayo 2005,Junio 2005,Julio 2005,Agosto 2005,Septiembre 2005,Octubre 2005,Noviembre 2005,Diciembre 2005,Enero 2006,Febrero 2006,Marzo 2006,Abril 2006,Mayo 2006,Junio 2006,Julio 2006,Agosto 2006,Septiembre 2006,Octubre 2006,Noviembre 2006,Diciembre 2006,Enero 2007,Febrero 2007,Marzo 2007,Abril 2007,Mayo 2007,Junio 2007,Julio 2007,Agosto 2007,Septiembre 2007,Octubre 2007,Noviembre 2007,Diciembre 2007,Enero 2008,Febrero 2008,Marzo 2008,Abril 2008,Mayo 2008,Junio 2008,Julio 2008,Agosto 2008,Septiembre 2008,Octubre 2008,Noviembre 2008,Diciembre 2008,Enero 2009,Febrero 2009,Marzo 2009,Abril 2009,Mayo 2009,Junio 2009,Julio 2009,Agosto 2009,Septiembre 2009,Octubre 2009,Noviembre 2009,Diciembre 2009,Enero 2010,Febrero 2010,Marzo 2010,Abril 2010,Mayo 2010,Junio 2010,Julio 2010,Agosto 2010,Septiembre 2010,Octubre 2010,Noviembre 2010,Diciembre 2010,Enero 2011,Febrero 2011,Marzo 2011,Abril 2011,Mayo 2011,Junio 2011,Julio 2011,Agosto 2011,Septiembre 2011,Octubre 2011,Noviembre 2011,Diciembre 2011,Enero 2012,Febrero 2012,Marzo 2012,Abril 2012,Mayo 2012,Junio 2012,Julio 2012,Agosto 2012,Septiembre 2012,Octubre 2012,Noviembre 2012,Diciembre 2012,Enero 2013,Febrero 2013,Marzo 2013,Abril 2013,Mayo 2013,Junio 2013,Julio 2013,Agosto 2013,Septiembre 2013,Octubre 2013,Noviembre 2013,Diciembre 2013,Enero 2014,Febrero 2014,Marzo 2014,Abril 2014,Mayo 2014,Junio 2014,Julio 2014,Agosto 2014,Septiembre 2014,Octubre 2014,Noviembre 2014,Diciembre 2014,Enero 2015,Febrero 2015,Marzo 2015,Abril 2015,Mayo 2015,Junio 2015,Julio 2015,Agosto 2015,Septiembre 2015,Octubre 2015,Noviembre 2015,Diciembre 2015,Enero 2016,Febrero 2016,Marzo 2016,Abril 2016,Mayo 2016,Junio 2016,Julio 2016,Agosto 2016,Septiembre 2016,Octubre 2016,Noviembre 2016,Diciembre 2016,Enero 2017,Febrero 2017,Marzo 2017,Abril 2017,Mayo 2017,Junio 2017,Julio 2017,Agosto 2017,Septiembre 2017,Octubre 2017,Noviembre 2017,Diciembre 2017,Enero 2018,Febrero 2018,Marzo 2018,Abril 2018,Mayo 2018,Junio 2018,Julio 2018,Agosto 2018,Septiembre 2018,Octubre 2018,Noviembre 2018,Diciembre 2018,Enero 2019,Febrero 2019,Marzo 2019,Abril 2019,Mayo 2019,Junio 2019,Julio 2019,Agosto 2019,Septiembre 2019,Octubre 2019,Noviembre 2019,Diciembre 2019,Enero 2020,Febrero 2020,Marzo 2020,Abril 2020,Mayo 2020,Junio 2020,Julio 2020,Agosto 2020,Septiembre 2020,Octubre 2020,Noviembre 2020,Diciembre 2020,Enero 2021,Febrero 2021,Marzo 2021,Abril 2021,Mayo 2021,Junio 2021,Julio 2021,Agosto 2021,Septiembre 2021,Octubre 2021,Noviembre 2021,Diciembre 2021,Enero 2022(p),Febrero 2022(p),Marzo 2022(p),Abril 2022(p),Mayo 2022(p),Junio 2022(p),Julio 2022(p),Agosto 2022(p),Septiembre 2022(p),Octubre 2022(p),Noviembre 2022(p),Diciembre 2022(p),Enero 2023(p),Febrero 2023(p),Marzo 2023(p),Abril 2023(p),Mayo 2023(p),Junio 2023(p),Julio 2023(p),Agosto 2023(p),Septiembre 2023(p),Octubre 2023(p),Noviembre 2023(p),Diciembre 2023(p),Enero 2024(p),Febrero 2024(p),Marzo 2024(p),Abril 2024(p),Mayo 2024(p),Junio 2024(p),Julio 2024(p),Agosto 2024(p),Septiembre 2024(p),Octubre 2024(p),Noviembre 2024(p),Diciembre 2024(p),Enero 2025(p),Febrero 2025(p),Marzo 2025(p)
Jordania,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.18528,,,,,36.06991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6182,16.20902,,,,,,,76.3207,,,,,,,,,,20.5,,,,,,17.704849999999997,,,,,,,,,,,,,,,,,262.07889,,,,49.26788,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,43.43065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98938,,,,10.0,,,,,9.97875,,,,,,,,,,,,,,,,12.0,,,,12.0,56.47161,,,16.0481,,,,,,,,,,,,,,28.49277,,,,,,,,,,,,,
Kazajstán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.77,,,,,,,,,,0.03438,,,,,0.0235,,,,,,,0.01246,,,,,,,,,,,,,,,,,0.01133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.952,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,,,,,,517.494,257.423,256.627,263.083,259.132,275.786,208.393,258.379,259.14,259.379,205.912,16.0,,445.331,10.0,,,,,,,,,,,,,,,,,,,,,,,,15.968,,,,,,,,,,88.0,,,
Kenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0485,,,,,,,,,,,,,,,0.02,0.072,,,,,,,,,,,,,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0645,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,107.3,18.25,79.8,,,,47.128,70.486,,,,,,,,,,56.0,56.0,,,,,,,,,,,,,,,
Kirguistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.952,71.856,23.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,58.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,21.0,24.975,,,,42.0,21.0,,,24.975,,,,,,,21.0,,,,,,,,0.1,6.444,,,,,,3.6,,,,,,,,,,,,,,,,3.6,1078.5,,,,484.0,,689.0,553.6,,,252.0,408.5,328.0,3.6,116.0,,23.164,,66.0,,24.8,,3.6,1082.0,,6.2148,,515.0,23.184,,,,,,88.0,,,23.184,,,,,,23.184,676.05,,,,,,,161.0,,,,25.158,,,,,,,,,25.164,,28.0,,,16.5
"Laos, Republica Popular Democrática De",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619999999999996,0.04667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,16.0,,,,,16.0,16.0,32.0,32.0,16.0,32.0,32.0,16.0,16.0,,,,,,,16.0,16.0,,,,16.0,,,,,16.0,,,,,,,,47.968,,,,,,16.8,,,16.0,,,16.0,,,15.968,,16.0,,,,16.0,16.0,,,,,,,,,,,,,32.0,16.0,,16.0,,,,0.06508,,,,,,,,0.25,,,,,,16.0,,,19.33,,,0.606,0.049,,0.021,0.021,,,,,,,,0.783,0.395,,,,0.102,,,,,,,16.0,,16.0,,,,,,31.934,,,,,,16.0,,,,32.0,32.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,0.0581,,,,,16.0,,,,0.045380000000000004,,,,,,15.967,,,15.968,,,,,16.0,,,8.48194,,,,,,,,,,,,,,,,,,,,,,,22.1,26.930439999999997,,,,,,,,0.103,22.0,,19.2,,9.16,7.983,,,150.0,0.06,24.107,,,9.481,,23.82,37.54,,,,,200.0,11.976,25.365,,25.86,,,,31.988
Líbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.788,,,17.5,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,21.85,0.16,83.99,,,,0.036,,,,,,,,,,,,,,,,17.142,,,,,,,,,,,,,,,,,,,,,44.641,,,26.126,,,,23.808,,,,,,,,,,,,,,,,,22.993,,,,,,,34.587,,,25.54607,9.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.968,,15.968,,,22.812,,,,,,,,,30.0,,,,,,,,,,,,,,,19.125,,,,260.0,,,12.5,,,,,,,,,58.396,21.69,22.0,,19.807,,,23.0,21.326900000000002,,18.676,,22.5,22.5,,,21.0,,,,0.028,20.6,,4.032,,,,,21.0,0.043,16.0,,,,,16.32,,16.8,,,,28.776,10.971,,,17.28,,,,,15.0,55.309599999999996,,21.5,,37.809599999999996,,,16.03692,,,16.45176,,,,26.8212,,,,,,,15.880799999999999,,15.315,48.472199999999994,,23.808049999999998,16.299,,15.0,,42.37925,21.78,,15.372,,,,,,18.0,,,,,18.0,,,,,,35.861,,,21.0,,,,21.0,,,15.172,,,,,,21.0,,55.0,15.7032,,,,,,10.75,,,,,,,48.0,,120.0,,72.0,,,24.0,,,,,,21.429509999999997,,,,,,,,,,,,,26.085,,,,,,,20.0,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,
Libia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,126.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.968,,,,,,,,,3.375,,,,,,,,,19.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.971,15.967,,,,,,,,,,,,20.6422,,15.966,,,,,,,,,,,,,,,,,,,,,,45.27993,,63.966,,72.0,,16.7643,,,21.60841,,,66.25706,16.504849999999998,,,25.0,,,,15.968,,,,,,,23.5,70.5,94.0,47.0,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.639,21.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lituania,,,,,,,,,,,,,,,,,,,,,,,,,,,53.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,16.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,16.0,16.0,,,16.0,,,,,,16.0,,16.0,16.0,,,,,,,,,,16.0,,16.0,15.968,16.0,,16.0,,16.0,16.0,16.0,,,,,,62.0,,,38.0,,,16.0,,,39.058,,111.058,,0.004900000000000001,260.0,520.0,,,,,,,,,16.0,,,,,,17.517,,16.0,,,,,,,,16.0,32.0,16.0,,16.0,16.0,,,,16.0,16.04,48.0,15.967,63.934,111.911,32.0,16.0,16.0,,16.0,,,32.0,15.966719999999999,25.0,16.0,,,,,16.0,34.975,16.0,16.0,,0.019,32.0,,10.0,,,10.0,1.839,36.0,,32.0,0.197,52.0,16.0,32.0,,,,20.0,36.03,16.0,36.0,20.07,,16.0,0.169,20.0165,,,31.968,,32.123,15.968,20.0,,32.0,32.0,35.968,44.868,31.968,15.968,36.0,23.95,32.0,36.0,44.963,20.0,39.952,39.968,15.968,67.936,89.336,16.0,,40.0,,16.0,,23.0,,,52.0,36.0,23.0,,,45.128,0.264,0.522,16.586,0.293,0.616,32.293,,0.531,16.515,0.295,,,0.596,16.298,0.298,,72.096,16.0,21.0,,16.208,0.208,16.0,,,16.11,24.0,16.0,,16.0,18.495,22.0,64.0,48.0,,16.0,16.0,119.952,63.952,152.233,111.952,59.5138,69.952,71.952,81.88,33.964,308.0,16.0,
Luxemburgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43,,,,62.8,,,,0.030969999999999998,,,,,,,,,,,,,61.8,,,27.05,17.73,,6.24877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7245,0.1605,0.3525,1.921,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,3.24198,,,,3.4477399999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,0.2846,1.366,,0.336,1.008,,0.426,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,0.55157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,,,,,,,,,,,,0.0145,,0.669,,,,,,,0.012150000000000001,,,0.00866,0.01898,0.004,,,,,0.41,,,,,,,,,,,,,,,0.00545,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,110.0,,417.0,97.5,,998.5,,345.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malasia,174.318,237.347,137.165,116.794,156.8,80.346,117.746,97.188,97.536,214.397,172.75,249.267,133.967,77.894,74.941,132.66,57.982,115.971,59.395,76.239,59.037,,18.636,,,18.776,38.871,19.862,19.978,20.021,58.173,19.827,40.349,59.111,39.72,59.235,59.838,59.683,79.209,39.751,59.597,99.404,79.109,118.625,39.425,19.772,59.396,99.443,39.381,39.457,39.502,19.748,39.835,39.018,77.924,136.631,57.526,77.802,39.04,117.105,58.432,77.575,38.935,77.467,38.791,58.306,19.313,19.401,19.27,58.374,58.39,77.567,19.253,39.565,158.935,59.81,19.284,59.201,135.196,116.9,158.299,138.603,19.727,79.12,,40.511,40.0,39.57,19.858,40.0,20.0,160.0,80.0,60.481,199.681,219.61,20.0,120.113,180.0,101.435,342.501,260.697,398.878,324.517,182.236,239.416,180.143,103.917,38.972,121.171,80.844,119.989,141.279,121.701,81.586,,,,,,280.454,140.097,259.834,119.94,229.414,245.97201,199.725,205.49598999999998,411.402,201.08659,100.841,302.54502,462.05469,270.39817999999997,433.95772999999997,357.84711,395.20749,264.10446,571.07872,368.28215,470.29788,236.85921,395.97567,521.91462,465.25187,465.91272999999995,704.40227,464.52401000000003,679.808,520.082,406.18901,746.61086,445.772,274.05872,438.571,262.28,314.106,332.53815999999995,320.777,421.782,468.85077,400.58653999999996,460.97232,450.28106,343.64286,266.7775,285.02067,231.44889999999998,435.52095,283.42115,520.02198,321.99318,223.9579,210.20601000000002,507.98285,470.89428000000004,504.99813,356.78053000000006,279.6804,354.15560999999997,384.33590000000004,249.35239,301.52949,264.29936,303.15128000000004,325.30339000000004,298.34654,349.41898,4911.592809999999,1843.28622,200.89935999999997,203.79667999999998,135.81814000000003,125.9736,216.50893,200.9957,451.78475,856.1527,663.88986,1057.82468,399.86125,262.76223999999996,378.08290999999997,97.17756,25.9633,,380.724,584.36729,149.50767000000002,312.0,312.0,312.0,,407.44794,216.02804,669.7289499999999,145.78267000000002,192.0,21.554,,,144.0,48.0,322.0,312.057,0.067,,,10.566,0.062299999999999994,10.06232,0.04362,210.0,1711.457,368.98846000000003,208.11712,248.784,400.0623,355.04672999999997,100.0324,,100.01869,0.020399999999999998,399.02496,100.00022,8.29376,48.0,230.27,213.56,830.29,502.63,689.61,461.54,1590.23,543.81,1140.7968899999998,1139.89547,426.44524,1203.74797,1664.19292,1312.25813,652.3582700000001,33548.32314,2366.85083,460.79296999999997,204.64901999999998,149.98331,170.54781,110.86449,36045.71823,179.10531,1184.2201200000002,614.55303,288.32939,481.43403,460.92568,104.87541999999999,389.40265000000005,73526.83625,1452.1159599999999,862.0748299999999,731.1007099999999,2281.12504,391.11166,150.16739,100.6008,302.04102,1168.90356,729.31849,968.6278199999999,1242.50496,424.74196,239.72807,796.8286999999999,946.0,2120.8675099999996,368.89307,386.03602,1877.488,3116.6,420.0,660.0,1615.983,602.0,390.037,1368.0,1500.0,760.0,247.0,630.0,460.0,1362.986,1010.0,758.27,702.0,840.245,1620.9,943.0,2121.8,1200.0,1218.0,1140.3,1022.0,980.0,1242.0,1240.0,120.51,559.5,619.994,776.182,954.31,400.0,258.0,1008.497,789.25,1204.6,1024.08164,240.0,69.96762,,,104.0,958.66,714.64,774.301,364.60159999999996,1251.77,1424.75,831.75,632.25742,1763.938,1884.205,1843.4915,1675.2,1467.82,1256.75,657.5,584.12,648.5,432.0,279.12913000000003,84.0,239.47,297.95875,223.94842,52.23777,90.3578,641.08304,287.62352000000004,287.89971999999995,663.576,1569.38006,517.89852,77.49939,936.1467700000001,651.3342,972.69964,660.34588,406.81512,681.85174,459.73969,93.61703,67.996,500.8545,628.879,776.03328,680.474,669.0,1113.46704,885.85,645.723,894.162,730.491,800.81,564.0,1175.46816,594.41227,191.11272,78.27317
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,15.41918,,,,,,,,,,,,,,,,,18.5,,,,,,,,17.22715,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,16.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04667,,,,,,,,,,,17.814040000000002,,,,,,,,,,2.14172,,,,,18.07441,,,,,,,,,,,,,,13.799370000000001,,,,21.92865,,,,18.12228,,,,,,,,,,,,,,,,,,,,,,5.0175,,,,,,,,,,4.88479,,,,17.00775
Marruecos,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,19.0,,,,,,17.28,,,20.5747,,17.635,19.937,,34.22,0.1,,,,,16.17,,19.0,53.73,,,16.17,,,,,,15.9,,,,31.507,,16.7,,,,16.32,,,,21.77214,,,,,15.9,,,,,,,15.72,15.967,,,20.36,,,,16.02,,,15.84,,,15.84,,,,,,15.84,,,39.0,15.96,6.0,39.0,54.93,39.0,,54.69,39.0,,16.006,,15.796,,,15.813,15.813,1.13882,,37.7,,15.9,,16.08,,15.99,,15.99,,15.99,15.84,15.3,,17.28,,,,,15.84,15.3,,,,15.84,,15.84,15.78,,,,15.72,,,,,,16.02,,,,,15.93,,15.72,15.66,16.11,15.3,,,,,,17.16,,,16.416,,,,,,16.89,24.0,,16.77,,,,,,,15.966,,,,,,25.6,,,,33.63,,,,,,,,,16.2,,,,17.28,,,,,16.8,,,16.8,17.28,,18.0,,16.74,,,,16.68,,,21.0248,,,,17.088,,,
