País,Enero 1992,Febrero 1992,Marzo 1992,Abril 1992,Mayo 1992,Junio 1992,Julio 1992,Agosto 1992,Septiembre 1992,Octubre 1992,Noviembre 1992,Diciembre 1992,Enero 1993,Febrero 1993,Marzo 1993,Abril 1993,Mayo 1993,Junio 1993,Julio 1993,Agosto 1993,Septiembre 1993,Octubre 1993,Noviembre 1993,Diciembre 1993,Enero 1994,Febrero 1994,Marzo 1994,Abril 1994,Mayo 1994,Junio 1994,Julio 1994,Agosto 1994,Septiembre 1994,Octubre 1994,Noviembre 1994,Diciembre 1994,Enero 1995,Febrero 1995,Marzo 1995,Abril 1995,Mayo 1995,Junio 1995,Julio 1995,Agosto 1995,Septiembre 1995,Octubre 1995,Noviembre 1995,Diciembre 1995,Enero 1996,Febrero 1996,Marzo 1996,Abril 1996,Mayo 1996,Junio 1996,Julio 1996,Agosto 1996,Septiembre 1996,Octubre 1996,Noviembre 1996,Diciembre 1996,Enero 1997,Febrero 1997,Marzo 1997,Abril 1997,Mayo 1997,Junio 1997,Julio 1997,Agosto 1997,Septiembre 1997,Octubre 1997,Noviembre 1997,Diciembre 1997,Enero 1998,Febrero 1998,Marzo 1998,Abril 1998,Mayo 1998,Junio 1998,Julio 1998,Agosto 1998,Septiembre 1998,Octubre 1998,Noviembre 1998,Diciembre 1998,Enero 1999,Febrero 1999,Marzo 1999,Abril 1999,Mayo 1999,Junio 1999,Julio 1999,Agosto 1999,Septiembre 1999,Octubre 1999,Noviembre 1999,Diciembre 1999,Enero 2000,Febrero 2000,Marzo 2000,Abril 2000,Mayo 2000,Junio 2000,Julio 2000,Agosto 2000,Septiembre 2000,Octubre 2000,Noviembre 2000,Diciembre 2000,Enero 2001,Febrero 2001,Marzo 2001,Abril 2001,Mayo 2001,Junio 2001,Julio 2001,Agosto 2001,Septiembre 2001,Octubre 2001,Noviembre 2001,Diciembre 2001,Enero 2002,Febrero 2002,Marzo 2002,Abril 2002,Mayo 2002,Junio 2002,Julio 2002,Agosto 2002,Septiembre 2002,Octubre 2002,Noviembre 2002,Diciembre 2002,Enero 2003,Febrero 2003,Marzo 2003,Abril 2003,Mayo 2003,Junio 2003,Julio 2003,Agosto 2003,Septiembre 2003,Octubre 2003,Noviembre 2003,Diciembre 2003,Enero 2004,Febrero 2004,Marzo 2004,Abril 2004,Mayo 2004,Junio 2004,Julio 2004,Agosto 2004,Septiembre 2004,Octubre 2004,Noviembre 2004,Diciembre 2004,Enero 2005,Febrero 2005,Marzo 2005,Abril 2005,Mayo 2005,Junio 2005,Julio 2005,Agosto 2005,Septiembre 2005,Octubre 2005,Noviembre 2005,Diciembre 2005,Enero 2006,Febrero 2006,Marzo 2006,Abril 2006,Mayo 2006,Junio 2006,Julio 2006,Agosto 2006,Septiembre 2006,Octubre 2006,Noviembre 2006,Diciembre 2006,Enero 2007,Febrero 2007,Marzo 2007,Abril 2007,Mayo 2007,Junio 2007,Julio 2007,Agosto 2007,Septiembre 2007,Octubre 2007,Noviembre 2007,Diciembre 2007,Enero 2008,Febrero 2008,Marzo 2008,Abril 2008,Mayo 2008,Junio 2008,Julio 2008,Agosto 2008,Septiembre 2008,Octubre 2008,Noviembre 2008,Diciembre 2008,Enero 2009,Febrero 2009,Marzo 2009,Abril 2009,Mayo 2009,Junio 2009,Julio 2009,Agosto 2009,Septiembre 2009,Octubre 2009,Noviembre 2009,Diciembre 2009,Enero 2010,Febrero 2010,Marzo 2010,Abril 2010,Mayo 2010,Junio 2010,Julio 2010,Agosto 2010,Septiembre 2010,Octubre 2010,Noviembre 2010,Diciembre 2010,Enero 2011,Febrero 2011,Marzo 2011,Abril 2011,Mayo 2011,Junio 2011,Julio 2011,Agosto 2011,Septiembre 2011,Octubre 2011,Noviembre 2011,Diciembre 2011,Enero 2012,Febrero 2012,Marzo 2012,Abril 2012,Mayo 2012,Junio 2012,Julio 2012,Agosto 2012,Septiembre 2012,Octubre 2012,Noviembre 2012,Diciembre 2012,Enero 2013,Febrero 2013,Marzo 2013,Abril 2013,Mayo 2013,Junio 2013,Julio 2013,Agosto 2013,Septiembre 2013,Octubre 2013,Noviembre 2013,Diciembre 2013,Enero 2014,Febrero 2014,Marzo 2014,Abril 2014,Mayo 2014,Junio 2014,Julio 2014,Agosto 2014,Septiembre 2014,Octubre 2014,Noviembre 2014,Diciembre 2014,Enero 2015,Febrero 2015,Marzo 2015,Abril 2015,Mayo 2015,Junio 2015,Julio 2015,Agosto 2015,Septiembre 2015,Octubre 2015,Noviembre 2015,Diciembre 2015,Enero 2016,Febrero 2016,Marzo 2016,Abril 2016,Mayo 2016,Junio 2016,Julio 2016,Agosto 2016,Septiembre 2016,Octubre 2016,Noviembre 2016,Diciembre 2016,Enero 2017,Febrero 2017,Marzo 2017,Abril 2017,Mayo 2017,Junio 2017,Julio 2017,Agosto 2017,Septiembre 2017,Octubre 2017,Noviembre 2017,Diciembre 2017,Enero 2018,Febrero 2018,Marzo 2018,Abril 2018,Mayo 2018,Junio 2018,Julio 2018,Agosto 2018,Septiembre 2018,Octubre 2018,Noviembre 2018,Diciembre 2018,Enero 2019,Febrero 2019,Marzo 2019,Abril 2019,Mayo 2019,Junio 2019,Julio 2019,Agosto 2019,Septiembre 2019,Octubre 2019,Noviembre 2019,Diciembre 2019,Enero 2020,Febrero 2020,Marzo 2020,Abril 2020,Mayo 2020,Junio 2020,Julio 2020,Agosto 2020,Septiembre 2020,Octubre 2020,Noviembre 2020,Diciembre 2020,Enero 2021,Febrero 2021,Marzo 2021,Abril 2021,Mayo 2021,Junio 2021,Julio 2021,Agosto 2021,Septiembre 2021,Octubre 2021,Noviembre 2021,Diciembre 2021,Enero 2022(p),Febrero 2022(p),Marzo 2022(p),Abril 2022(p),Mayo 2022(p),Junio 2022(p),Julio 2022(p),Agosto 2022(p),Septiembre 2022(p),Octubre 2022(p),Noviembre 2022(p),Diciembre 2022(p),Enero 2023(p),Febrero 2023(p),Marzo 2023(p),Abril 2023(p),Mayo 2023(p),Junio 2023(p),Julio 2023(p),Agosto 2023(p),Septiembre 2023(p),Octubre 2023(p),Noviembre 2023(p),Diciembre 2023(p),Enero 2024(p),Febrero 2024(p),Marzo 2024(p),Abril 2024(p),Mayo 2024(p),Junio 2024(p),Julio 2024(p),Agosto 2024(p),Septiembre 2024(p),Octubre 2024(p),Noviembre 2024(p),Diciembre 2024(p),Enero 2025(p),Febrero 2025(p),Marzo 2025(p)
Jordania,,,,,,,,,,,,,,,,,0.037275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043056,0.03492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02922936,,,,,0.01328239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02523273,0.01809212,,,,,,,0.07531799,,,,,,,,,,0.011724,,,,,,0.01857545,,,,,,,,,,,,,,,,,0.34790667,,,,0.06978517999999999,,,,,,,,,,,,,,,,,0.003703,,,,,,,,,,,,,,0.05141282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05295869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03268,,,,0.0218,,,,,0.0505,,,,,,,,,,,,,,,,0.107448,,,,0.09768,0.12975795,,,0.056079,,,,,,,,,,,,,,0.09642897,,,,,,,,,,,,,
Kazajstán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02712419,,,,,,,,,,0.0091252,,,,,0.0052333,,,,,,,0.00290372,,,,,,,,,,,,,,,,,0.001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16343,,,,,,,,,,,,,,,,,,,,,,,,0.12496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12781402,,,,,,,,,,,,,4.05662059,2.1748467799999998,2.07963429,2.57946044,2.66383487,2.24980773,1.60856328,2.4513832599999996,2.00637739,1.65413447,1.13909027,0.1375968,,3.41928666,0.08344,,,,,,,,,,,,,,,,,,,,,,,,0.083955,,,,,,,,,,0.04488,,,
Kenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4e-05,,,,,,,,,,,,,,,0.000485,0.001185,,,,,,,,,,,,,0.0012015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1e-05,,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,,,,,0.00544,0.00096,0.00384,,,,0.01460656,0.02180272,,,,,,,,,,0.03136,0.03136,,,,,,,,,,,,,,,
Kirguistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1844,0.53096128,0.1728424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,0.033462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00187646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020772,,,0.0360895,0.020953,,,,0.074792,0.037396,,,0.02005,,,,,,,0.0377535,,,,,,,,0.0025,0.03474129,,,,,,0.01920994,,,,,,,,,,,,,,,,0.01924382,0.2750175,,,,0.12041875,,0.18441,0.16114382,,,0.06426,0.1041675,0.08364,0.01924382,0.02958,,0.07845104,,0.03894,,0.016138,,0.019229700000000002,0.43821,,0.0321192,,0.166345,0.07592576,,,,,,0.11088,,,0.07596816,,,,,,0.07215841,0.27887063,,,,,,,0.06279,,,,0.09781796000000001,,,,,,,,,0.09797560000000001,,0.0476,,,0.087013
"Laos, Republica Popular Democrática De",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001005,0.000185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26914006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04009314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047872,0.021516,,,,,0.02816,0.02816,0.071808,0.072864,0.039776,0.06336,0.067936,0.03872,0.03696,,,,,,,0.0346148,0.055264,,,,0.06336,,,,,0.07744,,,,,,,,0.20743,,,,,,0.10032,,,0.10208,,,0.0352,,,0.07015,,0.05632,,,,0.04928,0.05456,,,,,,,,,,,,,0.160512,0.07784832000000001,,0.0792,,,,0.00226201,,,,,,,,0.002952,,,,,,0.05456,,,0.017859,,,0.044778,0.00589882,,0.00222193,0.0018291400000000001,,,,,,,,0.07928052000000001,0.039923879999999995,,,,0.00940492,,,,,,,0.119504,,0.09970048,,,,,,0.160012,,,,,,0.13698,,,,0.222464,0.211604,0.107712,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12078119999999999,0.123956,,,,,,,,,,,,,,,,0.0018304,,,,,0.1570624,,,,0.0015429200000000001,,,,,,0.108166,,,0.134106,,,,,0.111936,,,0.056702,,,,,,,,,,,,,,,,,,,,,,,0.24011762,0.053165,,,,,,,,0.009696,0.27638264,,0.220532,,0.050823150000000004,0.04855,,,2.85,0.00633757,0.033126,,,0.05801,,0.281576,0.19915495000000003,,,,,2.03,0.085686,0.032546,,0.2988598,,,,0.3011408
Líbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018838,,,0.014375,,,,,,,,,,,,,,,,,,0.008462,,,,,,,,,,,,,,,,0.018935,0.008253,0.077611,,,,0.002365,,,,,,,,,,,,,,,,0.03612,,,,,,,,,,,,,,,,,,,,,0.027155,,,0.048171,,,,0.034224,,,,,,,,,,,,,,,,,0.01232267,,,,,,,0.0321165,,,0.055183,0.0196418,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07543,,0.06487,,,0.013934,,,,,,,,,0.02205,,,,,,,,,,,,,,,0.053959,,,,0.0832,,,0.01254244,,,,,,,,,0.083536,0.022781,0.0130522,,0.0120568,,,0.0077969,0.01365805,,0.0118846,,0.01410542,0.01416013,,,0.029064,,,,0.0002,0.01292626,,0.0247,,,,,0.0281376,0.00028,0.09328,,,,,0.04528,,0.046025,,,,0.052953,0.0638885,,,0.04802,,,,,0.02823,0.08821419,,0.01852513,,0.06945419,,,0.05100855,,,0.051577120000000004,,,,0.10231125,,,,,,,0.050536,,0.06488266000000001,0.053371,,0.026113,0.04978429,,0.03548,,0.0957657,0.0224624,,0.0702459,,,,,,0.04035,,,,,0.0396,,,,,,0.1290943,,,0.06145,,,,0.0591,,,0.06827922,,,,,,0.0524,,0.07896856,0.0362312,,,,,,0.02411,,,,,,,0.072586,,0.175685,,0.104331,,,0.034038,,,,,,0.068,,,,,,,,,,,,,0.0495247,,,,,,,0.046858,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008359,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020903,,,,,,
Libia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008339,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06839,,,,,,,,,0.0206,,,,,,,,,0.09059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09523,0.10711,,,,,,,,,,,,0.0211588,,0.093444,,,,,,,,,,,,,,,,,,,,,,0.1145,,0.20713368,,0.10825625999999999,,0.125814,,,0.08016211999999999,,,0.217903,0.10167252,,,0.0147,,,,0.112438,,,,,,,0.02461,0.074776,0.097,0.0485,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14818326,0.040970019999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lituania,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0264,,,,,,,,,,,,,,,,0.03696,,,0.035904,,,,,,,,,,,,,,,,,,,,,,0.0616,,,,,,,,,0.05632,0.059136,,,0.05632,,,,,,0.0352,,0.0352,0.0352,,,,,,,,,,0.088704,,0.080256,0.07015,0.05808,,0.078848,,0.07579968,0.07216,0.08096,,,,,,0.07228760000000001,,,0.083408,,,0.071808,,,0.10529393,,0.063347,,0.000536,0.1638,0.30082,,,,,,,,,0.130944,,,,,,0.020865099999999998,,0.176,,,,,,,,0.1056,0.17776,0.086944,,0.08976,0.10032,,,,0.113344,0.115438,0.34496,0.08247,0.43700079999999997,0.641546,0.2288,0.12848,0.11968,,0.11616,,,0.25709728,0.116864,0.015083049999999999,0.13376,,,,,0.13376,0.037471,0.13376,0.13376,,0.0013,0.27456,,0.017172,,,0.015985,0.01292515,0.154511,,0.257666,0.0192585,0.28278332,0.12672,0.25872704,,,,0.03795,0.1514266,0.1584,0.21917,0.017666599999999998,,0.2779736,0.0189995,0.0393,,,0.4258856,,0.41506,0.1587696,0.03745,,0.30546112,0.27104,0.14982520000000002,0.251731,0.21944735999999998,0.10740168,0.15483,0.162374,0.22104,0.168585,0.0326684,0.04395,0.3074814,0.133254,0.102432,0.3459368,0.59921464,0.098939,,0.15695,,0.09856,,0.03771,,,0.25088,0.1702932,0.04001,,,0.29195547,0.00528,0.01044,0.114152,0.00586,0.01232,0.3199848,,0.034956,0.23023120000000002,0.002065,,,0.004172,0.13866202,0.002086,,0.361239,0.12803989,0.16863,,0.11132500999999999,0.00104,0.13728,,,0.08136122,0.11797632000000001,0.07955552,,0.08092128,0.04495274,0.117404,0.3363184,0.23969088,,0.0921888,0.0956032,0.7468784,0.43304752,0.9795008000000001,0.76502967,0.30901040999999996,0.525376,0.5727968,0.4644157,0.4020092,0.12936,0.1519408,
Luxemburgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023503819999999998,,,,0.0314,,,,0.0002595,,,,,,,,,,,,,0.04227743,,,0.0316892,0.044160029999999996,,0.00655604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008007180000000001,0.000976,0.0019164000000000002,0.008888,,,,,,,,,,,,,,,,,,,,,,,,0.00089747,,,,,,,,,,0.00107151,,,,,,,,,,,,,,,,,,,,,,,0.0038100900000000004,,,,0.00565617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08950145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00448,,0.0039844,0.020390400000000003,,0.006888,0.0179424,,0.008122840000000001,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,0.01431668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010162059999999999,,,,,,,,,,,,0.0111505,,0.0244426,,,,,,,0.0019215,,,0.00198762,0.00438374,0.0031704000000000003,,,,,0.018175220000000002,,,,,,,,,,,,,,,0.00747275,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025048,,,,0.02706,,0.106335,0.0248625,,0.2532875,,0.088026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malasia,0.606038,0.813175,0.458088,0.397529,0.557673,0.319698,0.482287,0.393819,0.384964,0.826527,0.602029,0.896188,0.475765,0.298405,0.269771,0.469106,0.202162,0.379958,0.184754,0.227937,0.172605,,0.055817,,,0.049387,0.117836,0.052921,0.051372,0.05731,0.165209,0.05143,0.103974,0.152671,0.113365,0.189298,0.176035,0.176359,0.231817,0.114617,0.1717,0.31875,0.268132,0.396448,0.127765,0.059349,0.192198,0.301121,0.117434,0.115477,0.112151,0.063785,0.123505,0.122934,0.250881,0.408123,0.175936,0.230827,0.108645,0.338978,0.161424,0.217769,0.126237,0.21512,0.102429,0.157075,0.050624,0.049791,0.048707,0.15869,0.153926,0.208015,0.04952,0.103224,0.450059,0.18553,0.050955,0.190595,0.423298,0.355873,0.476417,0.391336,0.05047,0.214734,,0.097705,0.111861,0.10708,0.050478,0.117615,0.056597,0.11854,0.084587,0.128368,0.187415,0.255763,0.064119,0.166593,0.125101,0.253498,0.528478,0.804369,0.740173,0.547775,0.551298,0.708931,0.519335,0.283673,0.126893,0.331771,0.222207,0.321773,0.376818,0.319978,0.194488,,,,,,0.26265542999999997,0.31432828,0.35094244,0.11066238,0.40428669,0.44905012,0.45494408000000003,0.34665470000000004,0.5524088100000001,0.48798405,0.25472635,0.74686009,0.89355383,0.47065959,0.92965911,0.76791949,0.76845398,0.7279839300000001,1.00456111,0.96816571,0.83791905,0.51894434,1.6333262,1.51434265,1.60719081,1.36442307,2.26442554,1.5011851,2.279295,1.7444143799999998,1.5348554399999998,2.79450667,2.23438073,1.3543248700000001,0.9645580899999999,1.2554719699999999,1.38870434,1.45491432,1.4724143600000001,1.87773248,2.04096737,1.28753979,1.40419537,1.4083860400000001,1.28510834,0.8248547199999999,0.97020595,0.70503726,1.4109891799999998,1.06131552,1.3584399299999999,0.9519491600000001,0.99242095,0.89179126,2.28163328,2.12558225,2.36885528,1.677313,1.413323,1.1513126,1.31728658,1.0347856899999999,1.41351,1.31874199,1.39711488,1.39318047,1.44555161,0.887138,4.4841395,2.3027119799999998,0.9747657,1.2211838000000002,0.52269595,0.86224673,1.2827016599999999,2.0131593100000003,1.97779797,2.11452445,2.81257201,2.6693017,1.88284648,2.32127201,2.82458491,0.5993625600000001,0.16495173000000002,,0.43828023,0.57524727,0.87999465,0.07488,0.07488,0.075504,,0.70645435,0.8734834100000001,0.48010061,1.11631274,0.093406,0.024692,,,0.067944,0.025272,0.122251,0.08410752,0.00079522,,,0.08843586,0.059,0.1365,0.0546,0.08699,1.97449625,0.45434225,0.239975,0.181661,0.20294,0.323151,0.06351,,0.053508,0.023141150000000003,0.23192,0.03297004,0.048671160000000005,0.03457,0.13991016,0.203423,0.53437494,0.2504744,0.3944428,0.21646226000000002,0.7226171800000001,0.30266892,1.96522887,2.9200614799999998,2.2129596,2.4812180099999996,3.10973531,1.49760619,1.76306452,26.46900545,2.6648346899999997,0.97005781,1.01530849,1.4258563899999999,1.7222556599999999,1.18899956,33.89433228,0.928962,1.62253349,1.9455508400000001,0.73055411,1.2954090600000001,1.55358339,1.04983282,0.71957377,25.04415544,1.16325792,2.1975710299999998,1.0995455600000001,1.45412976,1.05217225,0.8439683299999999,0.7756195899999999,1.18063269,2.5958821299999997,2.12486494,0.73193411,0.84560842,0.7303504000000001,0.23456363,0.45379338,0.3181582,2.17890544,0.44387788,0.56063801,3.28726158,4.39264657,0.24382792,0.21440576,0.54828375,0.23322,0.29913775,0.43185486,0.4008,0.2356,0.09632,0.20846,0.1426,0.51584,0.32438026000000003,0.25768223,0.28863208,0.2186,0.49105656,0.48934074,0.66210624,0.3871,0.37446,0.42143548999999997,0.395625,0.44335852000000003,0.40453575,0.3453,0.097489,0.24321041000000002,0.17449916000000001,0.32796383,0.38055477000000004,0.1256256,0.219715,0.3638947,0.39331343,0.49819745,0.356771,0.08688,0.45665301,,,0.03536,0.28682273999999996,0.27940167,0.364628,0.1728165,0.4159943,0.372723,0.3388225,0.284738,0.5883434000000001,0.68687255,0.5940425,0.7514225,0.49493085,0.441833,0.234221,0.3320186,0.27536315,0.184376,0.30638035999999996,0.026331,0.191159,0.229515,0.08156821,0.08435300999999999,0.18692566,0.34004615000000005,0.16077113,0.27349396000000004,0.180094,0.63949466,0.2343915,0.14365278,0.44152304,0.25281248,0.39463782000000003,0.32062557,0.25092506,0.30048663000000003,0.40912083,0.13578219,0.0823005,0.28031394,0.21853975,0.89251417,0.2794685,0.28531565000000003,0.4134883,0.4087846,0.30105975,0.2593885,0.22386775,0.32771503999999996,0.234715,1.48368198,2.32131035,3.0464635099999997,2.6776554299999997
